trial,time,cursor_x_pix,cursor_y_pix,cursor_x_cm,cursor_y_cm,gaze_x,gaze_y,target_x,target_y,state_marker,button_pressed,start_time,block
26,421.3213183879852,58.0,-315.0,1.3525781250000002,-7.371875,74.800048828125,-478.9000244140625,-509.6388387654345,-43.3483711998004,0,False,1.4967277973426985,1
26,421.3307273387909,59.0,-315.0,1.3758984375,-7.371875,73.9000244140625,-485.199951171875,-509.6388387654345,-43.3483711998004,0,False,1.4967277973426985,1
26,421.3374626636505,59.0,-314.0,1.3758984375,-7.348472222222223,74.0,-483.300048828125,-509.6388387654345,-43.3483711998004,0,False,1.4967277973426985,1
26,421.3445994853973,59.0,-314.0,1.3758984375,-7.348472222222223,80.0,-482.0999755859375,-509.6388387654345,-43.3483711998004,0,False,1.4967277973426985,1
26,421.35144877433777,60.0,-314.0,1.3992187500000002,-7.348472222222223,79.0,-482.199951171875,-509.6388387654345,-43.3483711998004,0,False,1.4967277973426985,1
26,421.3584494590759,60.0,-314.0,1.3992187500000002,-7.348472222222223,78.9000244140625,-480.0,-509.6388387654345,-43.3483711998004,0,False,1.4967277973426985,1
26,421.3654098510742,61.0,-314.0,1.4225390625,-7.348472222222223,78.699951171875,-482.5999755859375,-509.6388387654345,-43.3483711998004,0,False,1.4967277973426985,1
26,421.37228512763977,61.0,-314.0,1.4225390625,-7.348472222222223,79.5999755859375,-482.300048828125,-509.6388387654345,-43.3483711998004,0,False,1.4967277973426985,1
26,421.3784024715424,61.0,-314.0,1.4225390625,-7.348472222222223,80.800048828125,-481.199951171875,-509.6388387654345,-43.3483711998004,0,False,1.4967277973426985,1
26,421.3856220245361,61.0,-313.0,1.4225390625,-7.325069444444445,83.0999755859375,-480.0999755859375,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.3923707008362,61.0,-313.0,1.4225390625,-7.325069444444445,84.5,-482.5,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.3993847370148,61.0,-313.0,1.4225390625,-7.325069444444445,80.699951171875,-485.0999755859375,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.406391620636,60.0,-313.0,1.3992187500000002,-7.325069444444445,82.9000244140625,-482.0999755859375,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.4140231609345,60.0,-312.0,1.3992187500000002,-7.301666666666667,87.0999755859375,-483.0999755859375,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.4203400611877,59.0,-312.0,1.3758984375,-7.301666666666667,84.0,-483.4000244140625,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.4273850917816,59.0,-312.0,1.3758984375,-7.301666666666667,85.4000244140625,-482.9000244140625,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.434823513031,59.0,-312.0,1.3758984375,-7.301666666666667,88.0,-486.300048828125,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.4414179325104,59.0,-311.0,1.3758984375,-7.2782638888888895,85.199951171875,-485.5999755859375,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.448379278183,59.0,-311.0,1.3758984375,-7.2782638888888895,85.5,-485.5,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.4554011821747,59.0,-310.0,1.3758984375,-7.254861111111111,88.5,-484.800048828125,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.4623951911926,58.0,-310.0,1.3525781250000002,-7.254861111111111,87.699951171875,-481.9000244140625,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.4694128036499,58.0,-309.0,1.3525781250000002,-7.231458333333334,90.0,-483.0999755859375,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.4763994216919,58.0,-309.0,1.3525781250000002,-7.231458333333334,87.0,-480.5,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.48338055610657,58.0,-308.0,1.3525781250000002,-7.208055555555556,83.5,-446.800048828125,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.4903907775879,57.0,-307.0,1.3292578125,-7.184652777777778,80.4000244140625,-394.300048828125,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.4973874092102,57.0,-307.0,1.3292578125,-7.184652777777778,72.4000244140625,-365.4000244140625,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.5042731761933,57.0,-307.0,1.3292578125,-7.184652777777778,72.0999755859375,-347.9000244140625,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.51140236854553,56.0,-306.0,1.3059375000000002,-7.161250000000001,66.800048828125,-342.699951171875,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.51839423179626,56.0,-306.0,1.3059375000000002,-7.161250000000001,69.4000244140625,-350.699951171875,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.525381565094,55.0,-306.0,1.2826171875,-7.161250000000001,67.699951171875,-344.0,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.5323920249939,55.0,-306.0,1.2826171875,-7.161250000000001,67.0,-340.5,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.5393888950348,54.0,-306.0,1.2592968750000002,-7.161250000000001,68.0,-339.9000244140625,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.5454103946686,54.0,-306.0,1.2592968750000002,-7.161250000000001,66.300048828125,-340.0,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.5523638725281,53.0,-306.0,1.2359765625,-7.161250000000001,67.4000244140625,-335.4000244140625,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.5594027042389,53.0,-306.0,1.2359765625,-7.161250000000001,64.199951171875,-338.699951171875,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
26,421.5664119720459,53.0,-306.0,1.2359765625,-7.161250000000001,67.0,-335.5999755859375,-509.6388387654345,-43.3483711998004,0,True,1.4967277973426985,1
